700,924,793,791,612,590,WI
755,909,744,800,672,596,WI
453,915,651,800,909,593,WI
395,855,568,811,726,605,WI
683,840,686,805,647,607,WI
509,829,738,807,553,604,WI
552,811,570,801,233,616,WI
279,790,597,786,483,631,WI
163,749,731,770,286,640,WI
685,715,682,765,511,636,WI
944,675,728,758,744,643,WI
741,626,689,741,650,660,WI
565,558,842,699,236,682,WI
379,513,591,692,453,698,WI
448,449,628,687,888,696,WI
399,348,675,667,636,712,WI
384,310,663,669,271,705,WI
798,228,658,670,253,704,WI
709,175,692,654,530,703,WI
382,137,554,641,829,673,WI
358,111,497,628,864,658,WI
678,106,507,606,490,639,WI
543,104,408,599,662,621,WI
273,103,563,591,652,574,WI
477,105,550,565,320,550,WI
670,106,708,532,454,538,WI
727,103,849,545,941,519,WI
687,102,748,528,686,505,WI
584,104,783,516,542,491,WI
427,102,771,495,633,489,WI
639,102,527,487,620,481,WI
681,102,623,483,522,483,WI
489,102,838,468,276,461,WI
604,105,753,428,316,446,WI
680,102,599,400,640,416,WI
556,102,585,391,836,381,WI
501,102,639,377,844,345,WI
556,102,719,344,707,326,WI
427,102,721,322,446,302,WI
385,102,678,302,465,287,WI
766,102,587,277,447,283,WI
923,102,573,254,252,303,WI
703,106,647,223,409,311,WI
492,102,663,204,677,326,WI
336,105,606,183,574,349,WI
226,102,614,166,469,371,WI
280,103,595,135,622,392,WI
454,103,583,125,735,426,WI
572,103,603,122,863,460,WI
565,103,681,114,816,507,WI
560,106,726,111,788,519,WI
653,107,677,103,655,532,WI
777,104,601,122,566,538,WI
709,104,619,132,531,529,WI
608,107,674,144,563,526,WI
567,112,671,147,666,543,WI
433,114,627,171,630,548,WI
431,125,568,204,505,554,WI
418,147,560,221,415,560,WI
419,178,585,243,541,578,WI
285,211,595,259,629,588,WI
311,224,585,283,579,599,WI
551,266,570,288,394,580,WI
593,319,593,311,305,594,WI
734,369,527,334,307,605,WI
535,418,580,362,336,589,WI
614,508,706,377,417,570,WI
910,563,640,400,517,563,WI
896,610,575,437,547,542,WI
627,666,625,456,371,535,WI
571,780,673,487,348,520,WI
509,852,786,482,873,521,WI
566,942,735,506,962,530,WI
772,964,593,521,678,546,WI
515,983,654,529,396,575,WI
256,967,852,545,692,600,WI
253,978,745,543,950,624,WI
268,987,625,535,854,635,WI
455,989,505,556,666,615,WI
453,973,358,557,618,606,WI
437,982,416,575,501,590,WI
446,971,624,593,501,594,WI
502,979,790,583,661,586,WI
893,988,627,580,533,586,WI
670,977,506,596,302,600,WI
820,985,589,600,304,616,WI
842,973,598,617,464,626,WI
638,987,737,615,837,638,WI
401,975,943,606,856,654,WI
225,973,944,627,561,680,WI
